Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,TotalIncome,LoanAmountToIncomeRatio,LoanAmount_Log,TotalIncome_Log,IncomePerDependent,EMI,EMIToIncomeRatio
LP001507,1,1,0,0,0,2698,2034.0,122.0,360.0,1.0,Y,False,True,False,4732.0,0.02578191039729501,4.812184355372417,8.462314529906248,4732.0,10.166666666666666,0.0021484925331079177
LP001508,1,1,2,0,0,11757,0.0,187.0,180.0,1.0,Y,False,False,True,11757.0,0.01590541804882198,5.236441962829949,9.3722891389622,3919.0,31.166666666666668,0.0026509030081369963
LP001514,0,1,0,0,0,2330,4486.0,100.0,360.0,1.0,Y,False,True,False,6816.0,0.014671361502347418,4.61512051684126,8.827174771362785,6816.0,8.333333333333334,0.0012226134585289516
LP001516,0,1,2,0,0,14866,0.0,70.0,360.0,1.0,Y,False,False,True,14866.0,0.0047087313332436435,4.2626798770413155,9.60689927061335,4955.333333333333,5.833333333333333,0.00039239427777030357
LP001518,1,1,1,0,0,1538,1425.0,30.0,360.0,1.0,Y,False,False,True,2963.0,0.010124873439082012,3.4339872044851463,7.994294986415977,1481.5,2.5,0.0008437394532568343
LP001519,0,0,0,0,0,10000,1666.0,225.0,360.0,1.0,N,True,False,False,11666.0,0.019286816389507973,5.420534999272286,9.364519622823858,11666.0,18.75,0.0016072346991256644
LP001520,1,1,0,0,0,4860,830.0,125.0,360.0,1.0,Y,False,True,False,5690.0,0.021968365553602813,4.836281906951478,8.646641258603124,5690.0,10.416666666666666,0.0018306971294669008
LP001528,1,0,0,0,0,6277,0.0,118.0,360.0,0.0,N,True,False,False,6277.0,0.018798789230524134,4.77912349311153,8.744806737401898,6277.0,9.833333333333334,0.0015665657692103447
LP001529,1,1,0,0,1,2577,3750.0,152.0,360.0,1.0,Y,True,False,False,6327.0,0.024024024024024024,5.030437921392435,8.75273950944749,6327.0,12.666666666666666,0.002002002002002002
LP001531,1,0,0,0,0,9166,0.0,244.0,360.0,1.0,N,False,False,True,9166.0,0.026620117826751038,5.501258210544727,9.123365357961776,9166.0,20.333333333333332,0.002218343152229253
LP001532,1,1,2,1,0,2281,0.0,113.0,360.0,1.0,N,True,False,False,2281.0,0.049539675580885574,4.736198448394496,7.732807530422021,760.3333333333334,9.416666666666666,0.0041283062984071315
LP001535,1,0,0,0,0,3254,0.0,50.0,360.0,1.0,Y,False,False,True,3254.0,0.015365703749231715,3.9318256327243257,8.08794755464267,3254.0,4.166666666666667,0.0012804753124359763
LP001536,1,1,3,0,0,39999,0.0,600.0,180.0,0.0,Y,False,True,False,39999.0,0.015000375009375235,6.398594934535208,10.596634733096073,9999.75,100.0,0.0025000625015625393
LP001541,1,1,1,0,0,6000,0.0,160.0,360.0,1.0,Y,True,False,False,6000.0,0.02666666666666667,5.081404364984463,8.699681400989514,3000.0,13.333333333333334,0.0022222222222222222
LP001543,1,1,1,0,0,9538,0.0,187.0,360.0,1.0,Y,False,False,True,9538.0,0.019605787376808556,5.236441962829949,9.163143937145207,4769.0,15.583333333333334,0.0016338156147340463
LP001546,1,0,0,0,0,2980,2083.0,120.0,360.0,1.0,Y,True,False,False,5063.0,0.023701362828362632,4.795790545596741,8.529911963824013,5063.0,10.0,0.0019751135690302193
LP001552,1,1,0,0,0,4583,5625.0,255.0,360.0,1.0,Y,False,True,False,10208.0,0.02498040752351097,5.545177444479562,9.231024963169016,10208.0,21.25,0.0020817006269592477
LP001560,1,1,0,1,0,1863,1041.0,98.0,360.0,1.0,Y,False,True,False,2904.0,0.0337465564738292,4.59511985013459,7.974188669286011,2904.0,8.166666666666666,0.0028122130394857667
LP001562,1,1,0,0,0,7933,0.0,275.0,360.0,1.0,N,False,False,True,7933.0,0.03466532207235598,5.62040086571715,8.978912601074276,7933.0,22.916666666666668,0.0028887768393629984
LP001565,1,1,1,0,0,3089,1280.0,121.0,360.0,0.0,N,False,True,False,4369.0,0.027695124742504004,4.804021044733257,8.382518288089635,2184.5,10.083333333333334,0.002307927061875334
LP001570,1,1,2,0,0,4167,1447.0,158.0,360.0,1.0,Y,True,False,False,5614.0,0.028143925899536872,5.0689042022202315,8.633196867172543,1871.3333333333333,13.166666666666666,0.002345327158294739
LP001572,1,1,0,0,0,9323,0.0,75.0,180.0,1.0,Y,False,False,True,9323.0,0.008044620830204869,4.330733340286331,9.140347000155648,9323.0,12.5,0.0013407701383674783
LP001574,1,1,0,0,0,3707,3166.0,182.0,360.0,1.0,Y,True,False,False,6873.0,0.02648043067074058,5.209486152841421,8.835501457409778,6873.0,15.166666666666666,0.0022067025558950484
LP001577,0,1,0,0,0,4583,0.0,112.0,360.0,1.0,N,True,False,False,4583.0,0.02443814095570587,4.727387818712341,8.430327258394575,4583.0,9.333333333333334,0.0020365117463088224
LP001578,1,1,0,0,0,2439,3333.0,129.0,360.0,1.0,Y,True,False,False,5772.0,0.02234927234927235,4.867534450455582,8.660947155060933,5772.0,10.75,0.0018624393624393624
LP001579,1,0,0,0,0,2237,0.0,63.0,480.0,0.0,N,False,True,False,2237.0,0.028162717925793473,4.1588830833596715,7.71333788887187,2237.0,3.9375,0.001760169870362092
LP001580,1,1,2,0,0,8000,0.0,200.0,360.0,1.0,Y,False,True,False,8000.0,0.025,5.303304908059076,8.987321812850125,2666.6666666666665,16.666666666666668,0.0020833333333333333
LP001581,1,1,0,1,0,1820,1769.0,95.0,360.0,1.0,Y,True,False,False,3589.0,0.026469768737809974,4.564348191467836,8.185907481482324,3589.0,7.916666666666667,0.0022058140614841645
LP001585,1,1,3,0,0,51763,0.0,700.0,300.0,1.0,Y,False,False,True,51763.0,0.013523172922744044,6.55250788703459,10.85445020594156,12940.75,70.0,0.0013523172922744046
LP001586,1,1,3,1,0,3522,0.0,81.0,180.0,1.0,N,True,False,False,3522.0,0.022998296422487224,4.406719247264253,8.167068178341237,880.5,13.5,0.0038330494037478705
LP001594,1,1,0,0,0,5708,5625.0,187.0,360.0,1.0,Y,False,True,False,11333.0,0.016500485308391422,5.236441962829949,9.335562336729565,11333.0,15.583333333333334,0.001375040442365952
LP001603,1,1,0,1,1,4344,736.0,87.0,360.0,1.0,N,False,True,False,5080.0,0.017125984251968505,4.477336814478207,8.533263371593732,5080.0,7.25,0.0014271653543307086
LP001606,1,1,0,0,0,3497,1964.0,116.0,360.0,1.0,Y,True,False,False,5461.0,0.021241530855154733,4.762173934797756,8.60557030203365,5461.0,9.666666666666666,0.0017701275712628944
LP001608,1,1,2,0,0,2045,1619.0,101.0,360.0,1.0,Y,True,False,False,3664.0,0.027565502183406112,4.624972813284271,8.206583614320753,1221.3333333333333,8.416666666666666,0.0022971251819505095
LP001610,1,1,3,0,0,5516,11300.0,495.0,360.0,0.0,N,False,True,False,16816.0,0.029436251189343482,6.206575926724928,9.73014555852275,4204.0,41.25,0.00245302093244529
LP001616,1,1,1,0,0,3750,0.0,116.0,360.0,1.0,Y,False,True,False,3750.0,0.030933333333333334,4.762173934797756,8.229777750081887,1875.0,9.666666666666666,0.002577777777777778
LP001630,1,0,0,1,0,2333,1451.0,102.0,480.0,0.0,N,False,False,True,3784.0,0.026955602536997886,4.634728988229636,8.23880116587155,3784.0,6.375,0.0016847251585623679
LP001633,1,1,1,0,0,6400,7250.0,180.0,360.0,0.0,N,False,False,True,13650.0,0.013186813186813187,5.198497031265826,9.521568058002977,6825.0,15.0,0.001098901098901099
LP001634,1,0,0,0,0,1916,5063.0,67.0,360.0,1.0,N,True,False,False,6979.0,0.00960022925920619,4.219507705176107,8.850804195756417,6979.0,5.583333333333333,0.0008000191049338492
LP001636,1,1,0,0,0,4600,0.0,73.0,180.0,1.0,Y,False,True,False,4600.0,0.015869565217391305,4.30406509320417,8.434028950155469,4600.0,12.166666666666666,0.002644927536231884
LP001637,1,1,1,0,0,33846,0.0,260.0,360.0,1.0,N,False,True,False,33846.0,0.00768185309933227,5.564520407322694,10.429605648120413,16923.0,21.666666666666668,0.0006401544249443558
LP001639,0,1,0,0,0,3625,0.0,108.0,360.0,1.0,Y,False,True,False,3625.0,0.029793103448275862,4.6913478822291435,8.195885391314796,3625.0,9.0,0.0024827586206896553
LP001640,1,1,0,0,1,39147,4750.0,120.0,360.0,1.0,Y,False,True,False,43897.0,0.0027336720049206094,4.795790545596741,10.6896240399389,43897.0,10.0,0.0002278060004100508
LP001641,1,1,1,0,1,2178,0.0,66.0,300.0,0.0,N,True,False,False,2178.0,0.030303030303030304,4.204692619390966,7.68662133494462,1089.0,6.6,0.0030303030303030303
LP001643,1,1,0,0,0,2383,2138.0,58.0,360.0,1.0,Y,True,False,False,4521.0,0.012829020128290201,4.07753744390572,8.416709652837914,4521.0,4.833333333333333,0.0010690850106908501
LP001644,1,1,0,0,1,674,5296.0,168.0,360.0,1.0,Y,True,False,False,5970.0,0.02814070351758794,5.1298987149230735,8.694669696546992,5970.0,14.0,0.0023450586264656616
LP001647,1,1,0,0,0,9328,0.0,188.0,180.0,1.0,Y,True,False,False,9328.0,0.020154373927958835,5.241747015059643,9.140883106960962,9328.0,31.333333333333332,0.0033590623213264723
LP001653,1,0,0,1,0,4885,0.0,48.0,360.0,1.0,Y,True,False,False,4885.0,0.009825997952917094,3.8918202981106265,8.494129251817686,4885.0,4.0,0.0008188331627430911
LP001656,1,0,0,0,0,12000,0.0,164.0,360.0,1.0,N,False,True,False,12000.0,0.013666666666666667,5.10594547390058,9.392745258631441,12000.0,13.666666666666666,0.001138888888888889
LP001657,1,1,0,1,0,6033,0.0,160.0,360.0,1.0,N,False,False,True,6033.0,0.026520802254268193,5.081404364984463,8.705165419719007,6033.0,13.333333333333334,0.0022100668545223493
LP001658,1,0,0,0,0,3858,0.0,76.0,360.0,1.0,Y,False,True,False,3858.0,0.019699326075686883,4.343805421853684,8.258163361537619,3858.0,6.333333333333333,0.0016416105063072402
LP001664,1,0,0,0,0,4191,0.0,120.0,360.0,1.0,Y,True,False,False,4191.0,0.02863278453829635,4.795790545596741,8.340933226000878,4191.0,10.0,0.0023860653781913625
LP001665,1,1,1,0,0,3125,2583.0,170.0,360.0,1.0,N,False,True,False,5708.0,0.029782761037140854,5.14166355650266,8.64979915596426,2854.0,14.166666666666666,0.002481896753095071
LP001666,1,0,0,0,0,8333,3750.0,187.0,360.0,1.0,Y,True,False,False,12083.0,0.015476289001075892,5.236441962829949,9.399637542506563,12083.0,15.583333333333334,0.0012896907500896577
LP001669,0,0,0,1,0,1907,2365.0,120.0,360.0,1.0,Y,False,False,True,4272.0,0.028089887640449437,4.795790545596741,8.360071435644025,4272.0,10.0,0.0023408239700374533
LP001671,0,1,0,0,0,3416,2816.0,113.0,360.0,1.0,Y,False,True,False,6232.0,0.01813222079589217,4.736198448394496,8.73761303680885,6232.0,9.416666666666666,0.0015110183996576807
LP001673,1,0,0,0,1,11000,0.0,83.0,360.0,1.0,N,False,False,True,11000.0,0.007545454545454545,4.430816798843313,9.305741456739435,11000.0,6.916666666666667,0.0006287878787878788
LP001674,1,1,1,1,0,2600,2500.0,90.0,360.0,1.0,Y,False,True,False,5100.0,0.01764705882352941,4.51085950651685,8.537191877922927,2550.0,7.5,0.0014705882352941176
LP001677,1,0,2,0,0,4923,0.0,166.0,360.0,0.0,Y,False,True,False,4923.0,0.03371927686370099,5.117993812416755,8.501876487304344,1641.0,13.833333333333334,0.0028099397386417498
LP001682,1,1,3,1,0,3992,0.0,128.0,180.0,1.0,N,False,False,True,3992.0,0.03206412825651302,4.859812404361672,8.292298107063221,998.0,21.333333333333332,0.005344021376085504
LP001688,1,1,1,1,0,3500,1083.0,135.0,360.0,1.0,Y,False,False,True,4583.0,0.029456687759109753,4.912654885736052,8.430327258394575,2291.5,11.25,0.0024547239799258126
LP001691,1,1,2,1,0,3917,0.0,124.0,360.0,1.0,Y,False,True,False,3917.0,0.03165688026550932,4.8283137373023015,8.273336598504486,1305.6666666666667,10.333333333333334,0.00263807335545911
LP001692,0,0,0,1,0,4408,0.0,120.0,360.0,1.0,Y,False,True,False,4408.0,0.02722323049001815,4.795790545596741,8.391403185357937,4408.0,10.0,0.002268602540834846
LP001693,0,0,0,0,0,3244,0.0,80.0,360.0,1.0,Y,False,False,True,3244.0,0.02466091245376079,4.394449154672439,8.08487062913819,3244.0,6.666666666666667,0.002055076037813399
LP001698,1,0,0,1,0,3975,2531.0,55.0,360.0,1.0,Y,True,False,False,6506.0,0.008453735013833385,4.02535169073515,8.780633799494984,6506.0,4.583333333333333,0.0007044779178194487
LP001699,1,0,0,0,0,2479,0.0,59.0,360.0,1.0,Y,False,False,True,2479.0,0.02379991932230738,4.0943445622221,7.8160138391590275,2479.0,4.916666666666667,0.001983326610192282
LP001702,1,0,0,0,0,3418,0.0,127.0,360.0,1.0,N,False,True,False,3418.0,0.0371562317144529,4.852030263919617,8.137103389639302,3418.0,10.583333333333334,0.003096352642871075
LP001708,0,0,0,0,0,10000,0.0,214.0,360.0,1.0,N,False,True,False,10000.0,0.0214,5.3706380281276624,9.210440366976517,10000.0,17.833333333333332,0.0017833333333333332
LP001711,1,1,3,0,0,3430,1250.0,128.0,360.0,0.0,N,False,True,False,4680.0,0.02735042735042735,4.859812404361672,8.45126704130007,1170.0,10.666666666666666,0.002279202279202279
LP001713,1,1,1,0,1,7787,0.0,240.0,360.0,1.0,Y,False,False,True,7787.0,0.030820598433286245,5.484796933490655,8.960339366492091,3893.5,20.0,0.0025683832027738537
LP001715,1,1,3,1,1,5703,0.0,130.0,360.0,1.0,Y,True,False,False,5703.0,0.02279502016482553,4.875197323201151,8.648922962094131,1425.75,10.833333333333334,0.001899585013735461
LP001716,1,1,0,0,0,3173,3021.0,137.0,360.0,1.0,Y,False,False,True,6194.0,0.022118178882789795,4.927253685157205,8.731497794063243,6194.0,11.416666666666666,0.0018431815735658163
LP001720,1,1,3,1,0,3850,983.0,100.0,360.0,1.0,Y,False,True,False,4833.0,0.02069108214359611,4.61512051684126,8.483429561263428,1208.25,8.333333333333334,0.001724256845299676
LP001722,1,1,0,0,0,150,1800.0,135.0,360.0,1.0,N,True,False,False,1950.0,0.06923076923076923,4.912654885736052,7.576097340623111,1950.0,11.25,0.0057692307692307696
LP001726,1,1,0,0,0,3727,1775.0,131.0,360.0,1.0,Y,False,True,False,5502.0,0.023809523809523808,4.882801922586371,8.613048677059759,5502.0,10.916666666666666,0.001984126984126984
LP001732,1,1,2,0,0,5000,0.0,72.0,360.0,0.0,N,False,True,False,5000.0,0.0144,4.290459441148391,8.517393171418904,1666.6666666666667,6.0,0.0012
LP001734,0,1,2,0,0,4283,2383.0,127.0,360.0,1.0,Y,False,True,False,6666.0,0.019051905190519053,4.852030263919617,8.80492526261806,2222.0,10.583333333333334,0.0015876587658765877
LP001736,1,1,0,0,0,2221,0.0,60.0,360.0,0.0,N,False,False,True,2221.0,0.0270148581719946,4.110873864173311,7.706162970199576,2221.0,5.0,0.0022512381809995496
LP001743,1,1,2,0,0,4009,1717.0,116.0,360.0,1.0,Y,False,True,False,5726.0,0.020258470136220747,4.762173934797756,8.652947112393857,1908.6666666666667,9.666666666666666,0.0016882058446850623
LP001744,1,0,0,0,0,2971,2791.0,144.0,360.0,1.0,Y,False,True,False,5762.0,0.024991322457480043,4.976733742420574,8.659213451436667,5762.0,12.0,0.0020826102047900035
LP001749,1,1,0,0,0,7578,1010.0,175.0,360.0,1.0,Y,False,True,False,8588.0,0.0203772706101537,5.170483995038151,9.058237593766226,8588.0,14.583333333333334,0.0016981058841794754
LP001750,1,1,0,0,0,6250,0.0,128.0,360.0,1.0,Y,False,True,False,6250.0,0.02048,4.859812404361672,8.740496729931813,6250.0,10.666666666666666,0.0017066666666666667
LP001751,1,1,0,0,0,3250,0.0,170.0,360.0,1.0,N,True,False,False,3250.0,0.052307692307692305,5.14166355650266,8.086717920303906,3250.0,14.166666666666666,0.004358974358974359
LP001754,1,1,0,1,1,4735,0.0,138.0,360.0,1.0,N,False,False,True,4735.0,0.02914466737064414,4.9344739331306915,8.462948176563842,4735.0,11.5,0.0024287222808870115
LP001758,1,1,2,0,0,6250,1695.0,210.0,360.0,1.0,Y,False,True,False,7945.0,0.02643171806167401,5.351858133476067,8.980423936374544,2648.3333333333335,17.5,0.0022026431718061676
LP001760,1,1,0,0,0,4758,0.0,158.0,480.0,1.0,Y,False,True,False,4758.0,0.0332072299285414,5.0689042022202315,8.46779284112111,4758.0,9.875,0.0020754518705338376
LP001761,1,0,0,0,1,6400,0.0,200.0,360.0,1.0,Y,True,False,False,6400.0,0.03125,5.303304908059076,8.764209507142004,6400.0,16.666666666666668,0.002604166666666667
LP001765,1,1,1,0,0,2491,2054.0,104.0,360.0,1.0,Y,False,True,False,4545.0,0.02288228822882288,4.653960350157523,8.422003004412488,2272.5,8.666666666666666,0.0019068573524019068
LP001768,1,1,0,0,0,3716,0.0,42.0,180.0,1.0,Y,True,False,False,3716.0,0.011302475780409042,3.7612001156935624,8.220672170297252,3716.0,7.0,0.001883745963401507
LP001770,1,0,0,1,0,3189,2598.0,120.0,360.0,1.0,Y,True,False,False,5787.0,0.020736132711249352,4.795790545596741,8.663542087751374,5787.0,10.0,0.0017280110592707793
LP001776,0,0,0,0,0,8333,0.0,280.0,360.0,1.0,Y,False,True,False,8333.0,0.03360134405376215,5.638354669333745,9.0280988119824,8333.0,23.333333333333332,0.0028001120044801792
LP001778,1,1,1,0,0,3155,1779.0,140.0,360.0,1.0,Y,False,True,False,4934.0,0.02837454398054317,4.948759890378168,8.504107951867582,2467.0,11.666666666666666,0.0023645453317119305
LP001784,1,1,1,0,0,5500,1260.0,170.0,360.0,1.0,Y,True,False,False,6760.0,0.02514792899408284,5.14166355650266,8.818926087090677,3380.0,14.166666666666666,0.002095660749506903
LP001786,1,1,0,0,0,5746,0.0,255.0,360.0,1.0,N,False,False,True,5746.0,0.04437869822485207,5.545177444479562,8.656433258507741,5746.0,21.25,0.0036982248520710057
LP001788,0,0,0,0,1,3463,0.0,122.0,360.0,1.0,Y,False,False,True,3463.0,0.03522956973722206,4.812184355372417,8.150179269682326,3463.0,10.166666666666666,0.0029357974781018385
LP001790,0,0,1,0,0,3812,0.0,112.0,360.0,1.0,Y,True,False,False,3812.0,0.02938090241343127,4.727387818712341,8.246171559857563,1906.0,9.333333333333334,0.002448408534452606
LP001792,1,1,1,0,0,3315,0.0,96.0,360.0,1.0,Y,False,True,False,3315.0,0.02895927601809955,4.574710978503383,8.106514516255185,1657.5,8.0,0.0024132730015082957
LP001798,1,1,2,0,0,5819,5000.0,120.0,360.0,1.0,Y,True,False,False,10819.0,0.01109159811442832,4.795790545596741,9.289151552400472,3606.3333333333335,10.0,0.0009242998428690267
LP001800,1,1,1,1,0,2510,1983.0,140.0,180.0,1.0,N,False,False,True,4493.0,0.031159581571333184,4.948759890378168,8.410498452745275,2246.5,23.333333333333332,0.005193263595222197
LP001806,1,0,0,0,0,2965,5701.0,155.0,60.0,1.0,Y,False,False,True,8666.0,0.017885991230094624,5.049856007249537,9.067277989134345,8666.0,77.5,0.008942995615047312
LP001807,1,1,2,0,1,6250,1300.0,108.0,360.0,1.0,Y,True,False,False,7550.0,0.014304635761589404,4.6913478822291435,8.929435283803425,2516.6666666666665,9.0,0.0011920529801324503
LP001811,1,1,0,1,0,3406,4417.0,123.0,360.0,1.0,Y,False,True,False,7823.0,0.01572286846478333,4.820281565605037,8.964951211714654,7823.0,10.25,0.0013102390387319442
LP001813,1,0,0,0,1,6050,4333.0,120.0,180.0,1.0,N,False,False,True,10383.0,0.011557353366079168,4.795790545596741,9.248021438943871,10383.0,20.0,0.0019262255610131946
LP001814,1,1,2,0,0,9703,0.0,112.0,360.0,1.0,Y,False,False,True,9703.0,0.011542821807688343,4.727387818712341,9.180293450623886,3234.3333333333335,9.333333333333334,0.000961901817307362
LP001819,1,1,1,1,0,6608,0.0,137.0,180.0,1.0,Y,False,False,True,6608.0,0.020732445520581115,4.927253685157205,8.796187635470453,3304.0,22.833333333333332,0.0034554075867635186
LP001824,1,1,1,0,0,2882,1843.0,123.0,480.0,1.0,Y,False,True,False,4725.0,0.02603174603174603,4.820281565605037,8.460834457746854,2362.5,7.6875,0.001626984126984127
LP001825,1,1,0,0,0,1809,1868.0,90.0,360.0,1.0,Y,False,False,True,3677.0,0.024476475387544192,4.51085950651685,8.210124405164267,3677.0,7.5,0.0020397062822953495
LP001835,1,1,0,1,0,1668,3890.0,201.0,360.0,0.0,N,False,True,False,5558.0,0.0361640878013674,5.308267697401205,8.62317351495347,5558.0,16.75,0.0030136739834472834
LP001836,0,0,2,0,0,3427,0.0,138.0,360.0,1.0,N,False,False,True,3427.0,0.040268456375838924,4.9344739331306915,8.13973227971767,1142.3333333333333,11.5,0.003355704697986577
LP001841,1,0,0,1,1,2583,2167.0,104.0,360.0,1.0,Y,True,False,False,4750.0,0.021894736842105262,4.653960350157523,8.46611040118692,4750.0,8.666666666666666,0.001824561403508772
LP001843,1,1,1,1,0,2661,7101.0,279.0,180.0,1.0,Y,False,True,False,9762.0,0.02858020897357099,5.634789603169249,9.186355009225672,4881.0,46.5,0.004763368162261831
LP001844,1,0,0,0,1,16250,0.0,192.0,360.0,0.0,N,False,False,True,16250.0,0.011815384615384615,5.262690188904886,9.69590972432601,16250.0,16.0,0.0009846153846153846
LP001846,0,0,3,0,0,3083,0.0,255.0,360.0,1.0,Y,True,False,False,3083.0,0.08271164450210834,5.545177444479562,8.03398273468322,770.75,21.25,0.006892637041842361
LP001849,1,0,0,1,0,6045,0.0,115.0,360.0,0.0,N,True,False,False,6045.0,0.01902398676592225,4.7535901911063645,8.707152175339404,6045.0,9.583333333333334,0.0015853322304935208
LP001854,1,1,3,0,0,5250,0.0,94.0,360.0,1.0,N,False,False,True,5250.0,0.017904761904761906,4.553876891600541,8.566173813637858,1312.5,7.833333333333333,0.001492063492063492
LP001859,1,1,0,0,0,14683,2100.0,304.0,360.0,1.0,N,True,False,False,16783.0,0.018113567300244295,5.720311776607412,9.728181330636078,16783.0,25.333333333333332,0.0015094639416870245
LP001864,1,1,3,1,0,4931,0.0,128.0,360.0,1.0,N,False,True,False,4931.0,0.02595822348408031,4.859812404361672,8.503499864284235,1232.75,10.666666666666666,0.0021631852903400257
LP001865,1,1,1,0,0,6083,4250.0,330.0,360.0,1.0,Y,False,False,True,10333.0,0.03193651408109939,5.802118375377063,9.24319470884713,5166.5,27.5,0.0026613761734249493
LP001868,1,0,0,0,0,2060,2209.0,134.0,360.0,1.0,Y,False,True,False,4269.0,0.03138908409463575,4.90527477843843,8.35936910622267,4269.0,11.166666666666666,0.002615757007886312
LP001870,0,0,1,0,0,3481,0.0,155.0,36.0,1.0,N,False,True,False,3481.0,0.04452743464521689,5.049856007249537,8.155362120328135,1740.5,129.16666666666669,0.03710619553768075
LP001871,0,0,0,0,0,7200,0.0,120.0,360.0,1.0,Y,True,False,False,7200.0,0.016666666666666666,4.795790545596741,8.881975184248867,7200.0,10.0,0.001388888888888889
LP001872,1,0,0,0,1,5166,0.0,128.0,360.0,1.0,Y,False,True,False,5166.0,0.024777390631049168,4.859812404361672,8.550047528287184,5166.0,10.666666666666666,0.0020647825525874305
LP001875,1,0,0,0,0,4095,3447.0,151.0,360.0,1.0,Y,True,False,False,7542.0,0.02002121453195439,5.0238805208462765,8.928375259853631,7542.0,12.583333333333334,0.0016684345443295325
LP001877,1,1,2,0,0,4708,1387.0,150.0,360.0,1.0,Y,False,True,False,6095.0,0.02461033634126333,5.017279836814924,8.715388097366482,2031.6666666666667,12.5,0.002050861361771944
LP001882,1,1,3,0,0,4333,1811.0,160.0,360.0,0.0,Y,False,False,True,6144.0,0.026041666666666668,5.081404364984463,8.723394022000136,1536.0,13.333333333333334,0.002170138888888889
LP001883,0,0,0,0,0,3418,0.0,135.0,360.0,1.0,N,True,False,False,3418.0,0.03949678174370977,4.912654885736052,8.137103389639302,3418.0,11.25,0.003291398478642481
LP001884,0,0,1,0,0,2876,1560.0,90.0,360.0,1.0,Y,False,False,True,4436.0,0.02028854824165915,4.51085950651685,8.39773375137891,2218.0,7.5,0.001690712353471596
LP001888,0,0,0,0,0,3237,0.0,30.0,360.0,1.0,Y,False,False,True,3237.0,0.009267840593141797,3.4339872044851463,8.08271113423758,3237.0,2.5,0.0007723200494284832
LP001891,1,1,0,0,0,11146,0.0,136.0,360.0,1.0,Y,False,False,True,11146.0,0.012201686703750225,4.919980925828125,9.318925682389624,11146.0,11.333333333333334,0.0010168072253125186
LP001892,1,0,0,0,0,2833,1857.0,126.0,360.0,1.0,Y,True,False,False,4690.0,0.026865671641791045,4.844187086458591,8.453401058328458,4690.0,10.5,0.002238805970149254
LP001894,1,1,0,0,0,2620,2223.0,150.0,360.0,1.0,Y,False,True,False,4843.0,0.03097253768325418,5.017279836814924,8.485496104672983,4843.0,12.5,0.0025810448069378484
LP001896,1,1,2,0,0,3900,0.0,90.0,360.0,1.0,Y,False,True,False,3900.0,0.023076923076923078,4.51085950651685,8.268988209506656,1300.0,7.5,0.0019230769230769232
LP001900,1,1,1,0,0,2750,1842.0,115.0,360.0,1.0,Y,False,True,False,4592.0,0.02504355400696864,4.7535901911063645,8.432288684325794,2296.0,9.583333333333334,0.0020869628339140536
LP001903,1,1,0,0,0,3993,3274.0,207.0,360.0,1.0,Y,False,True,False,7267.0,0.02848493188385854,5.337538079701318,8.891236429516061,7267.0,17.25,0.002373744323654878
LP001904,1,1,0,0,0,3103,1300.0,80.0,360.0,1.0,Y,False,False,True,4403.0,0.018169429934135818,4.394449154672439,8.390268497842571,4403.0,6.666666666666667,0.0015141191611779848
LP001907,1,1,0,0,0,14583,0.0,436.0,360.0,1.0,Y,False,True,False,14583.0,0.02989782623602825,6.07993319509559,9.5876803163585,14583.0,36.333333333333336,0.0024914855196690212
LP001908,0,1,0,1,0,4100,0.0,124.0,360.0,1.0,Y,True,False,False,4100.0,0.03024390243902439,4.8283137373023015,8.31898612539206,4100.0,10.333333333333334,0.0025203252032520327
LP001910,1,0,1,1,1,4053,2426.0,158.0,360.0,0.0,N,False,False,True,6479.0,0.02438647939496836,5.0689042022202315,8.776475789346321,3239.5,13.166666666666666,0.002032206616247363
LP001914,1,1,0,0,0,3927,800.0,112.0,360.0,1.0,Y,False,True,False,4727.0,0.0236936746350751,4.727387818712341,8.461257559085935,4727.0,9.333333333333334,0.0019744728862562586
LP001915,1,1,2,0,0,2301,985.7999878,78.0,180.0,1.0,Y,False,False,True,3286.7999878,0.023731288879615956,4.3694478524670215,8.097973923364721,1095.5999959333333,13.0,0.003955214813269326
LP001917,0,0,0,0,0,1811,1666.0,54.0,360.0,1.0,Y,False,False,True,3477.0,0.015530629853321829,4.007333185232471,8.154212694914229,3477.0,4.5,0.0012942191544434857
LP001922,1,1,0,0,0,20667,0.0,128.0,360.0,1.0,N,True,False,False,20667.0,0.006193448492766246,4.859812404361672,9.936341889407075,20667.0,10.666666666666666,0.0005161207077305205
LP001924,1,0,0,0,0,3158,3053.0,89.0,360.0,1.0,Y,True,False,False,6211.0,0.014329415553051039,4.499809670330265,8.734238184268579,6211.0,7.416666666666667,0.0011941179627542532
LP001925,0,0,0,0,1,2600,1717.0,99.0,300.0,1.0,N,False,True,False,4317.0,0.022932592077831826,4.605170185988092,8.370547611074752,4317.0,9.9,0.0022932592077831828
LP001926,1,1,0,0,0,3704,2000.0,120.0,360.0,1.0,Y,True,False,False,5704.0,0.021037868162692847,4.795790545596741,8.649098262296176,5704.0,10.0,0.0017531556802244039
LP001931,0,0,0,0,0,4124,0.0,115.0,360.0,1.0,Y,False,True,False,4124.0,0.027885548011639186,4.7535901911063645,8.324821298768782,4124.0,9.583333333333334,0.002323795667636599
